"ID"	"R_G"	"C_o"	"R_FVE"	"B_G"	"gene_copies"
"NC_000936.1_S3"	"0.987606415642436"	"0.999"	"0.999"	"873300"	"873.3"
"NC_010429.1_S4"	"0.978583551259038"	"0.926"	"0.96506371882906"	"3207"	"3.207"
"NC_025708.1_S1"	"0.990446031070509"	"1"	"1"	"4491406"	"4491.406"
"NC_027637.1_S2"	"0.804136448831368"	"0.261"	"1.11020263122447"	"268"	"0.268"
"NC_039057.1_S1"	"0.990732359089193"	"0.999"	"0.999000000014197"	"24977"	"24.977"
"S1080_ML_001_A"	"0.969172269447802"	"0.929996236356793"	"0.975619032894533"	"16275"	"3.06266465939029"
"S1081_ML_002_A"	"0.972867931191525"	"0.955443765720446"	"0.961740294489264"	"27990"	"5.02874595759971"
"S1082_ML_003_A"	"0.995345662681121"	"1"	"1"	"420765"	"59.5984419263456"
"S1083_ML_004_A"	"0.962654044273776"	"0.976557482337829"	"0.976577588491555"	"67205"	"10.7907835581246"
"S1084_ML_005_A"	"0.992469123049734"	"1"	"1"	"2858549"	"605.624788135593"
"S1085_ML_006_A"	"0.977839176215923"	"1"	"1"	"716642"	"78.570551474619"
"S1086_ML_007_A"	"0.95052652433159"	"0.882261640798226"	"0.969154168082954"	"10877"	"2.41175166297118"
"S1087_MG_001_A"	"0.86789365764573"	"0.369173399627098"	"0.954339590257327"	"1574"	"0.489123679303915"
"S1088_MG_002_A"	"0.989836840828023"	"1"	"1"	"9068858"	"4291.9346900142"
"S1089_MG_003_A"	"0.995024700384536"	"1"	"1"	"2923455"	"767.109682498032"
"S1090_MG_004_A"	"0.994952845651913"	"1"	"1"	"2529591"	"983.511275272162"
"S1091_MG_005_A"	"0.914041173266557"	"0.58764367816092"	"0.793638027190261"	"3755"	"1.34877873563218"
"S1092_MG_006_A"	"0.997740844877702"	"1"	"1"	"32233236"	"7645.45445920304"
"S1093_MG_007_A"	"0.990721041287384"	"1"	"1"	"4882662"	"1181.38446648923"
"S1094_MG_008_A"	"0.989737883874704"	"1"	"1"	"11036287"	"2777.8220488296"
"S1095_MG_009_A"	"0.995023589570402"	"1"	"1"	"16051552"	"4372.52846635794"
"S1096_MG_010_A"	"0.996782946296422"	"1"	"1"	"17713688"	"5504.56432566812"
"S1097_MG_011_A"	"0.91237556202462"	"0.604909213180901"	"0.780618077956061"	"4435"	"1.49125756556826"
"S1098_MG_012_A"	"0.985540615786968"	"1"	"1"	"805009"	"269.053810160428"
"S1099_MG_013_A"	"0.991621719334597"	"1"	"1"	"3162418"	"1064.78720538721"
"S1100_MG_014_A"	"0.998648895631968"	"1"	"1"	"22553734"	"7833.87773532477"
"S1101_MG_015_A"	"0.991348018896041"	"1"	"1"	"157299"	"55.2313904494382"
"S1102_MG_016_A"	"0.995893165117157"	"1"	"1"	"15494023"	"5749.17365491651"
"S1103_MG_017_A"	"0.836368645473285"	"0.298603246508116"	"0.942701409161891"	"1009"	"0.380898452246131"
"S1104_MG_018_A"	"0.990767580154511"	"1"	"1.00000001496001"	"46342"	"18.0178849144635"
"S1105_MG_019_A"	"0.990823821615925"	"1"	"1"	"9663551"	"3774.824609375"
"S1106_MG_020_A"	"0.988582320454627"	"1"	"1"	"246422"	"103.800336983993"
"S1107_MG_021_A"	"0.989435235468589"	"1"	"1"	"7302796"	"3214.2588028169"
"S1108_MG_022_A"	"0.987779073329801"	"1"	"1"	"2059155"	"912.341603898981"
"S1109_MG_023_A"	"0.991838994398125"	"1"	"1"	"6151192"	"2828.13425287356"
"S1110_MG_024_A"	"0.988792398204472"	"1"	"1"	"85267"	"39.2032183908046"
"S1111_MG_025_A"	"0.998961697161907"	"1"	"1"	"31815643"	"7709.14538405622"
"S1112_MG_026_A"	"0.97353812791356"	"0.942618930848455"	"0.943545014740127"	"14123"	"6.92643452672879"
"S1113_MG_027_A"	"0.988268956469082"	"1"	"1"	"99910"	"49.0235525024534"
"S1114_MG_028_A"	"0.98362458622562"	"1"	"1"	"162199"	"84.040932642487"
"S1115_MG_029_A"	"0.992282262820147"	"1"	"1"	"973603"	"326.712416107383"
"S1116_MG_030_A"	"0.992681750785779"	"1"	"1"	"5680497"	"1906.20704697987"
"S1117_MG_031_A"	"0.856455148111222"	"0.334228187919463"	"1.02006928643409"	"1183"	"0.396979865771812"
"S1118_MG_032_A"	"0.967554307209637"	"0.985570469798658"	"0.996615896210171"	"13417"	"4.50234899328859"
"S1119_MG_033_A"	"0.92279853326396"	"0.768791946308725"	"0.885090376136162"	"6048"	"2.02953020134228"
"S1120_MG_034_A"	"0.992239575007316"	"0.999664429530201"	"0.999664445158835"	"53562"	"17.9738255033557"
"S1121_MG_035_A"	"0.986178393190073"	"1"	"1"	"3676135"	"1233.60234899329"
"S1122_MG_036_A"	"0.996399291247967"	"1"	"1"	"22630004"	"7593.9610738255"
"S1123_MG_037_A"	"0.943979317909141"	"0.733892617449664"	"0.848270575317057"	"5971"	"2.00369127516779"
"S1124_MG_038_A"	"0.991807957355567"	"1"	"1"	"185360"	"62.2013422818792"
"S1125_MG_039_A"	"0.997645913757516"	"1"	"1"	"22617384"	"7589.72617449664"
"S1126_MG_040_A"	"0.986553263877127"	"0.999664429530201"	"0.999664429530395"	"87235"	"29.2734899328859"
"S1127_MG_041_A"	"0.99665603307366"	"1"	"1"	"20390695"	"6842.51510067114"
"S1128_MG_042_A"	"0.990444960304965"	"1"	"1"	"420537"	"141.119798657718"
"S1129_MG_043_A"	"0.994390365229667"	"1"	"1"	"13136857"	"4408.34127516779"
"S1130_MG_044_A"	"0.924817502867452"	"0.588590604026846"	"0.976747341237005"	"2750"	"0.922818791946309"
"S1131_MG_045_A"	"0.995834055295657"	"1"	"1"	"16878181"	"5663.81912751678"
"S1132_MG_046_A"	"0.846681197221808"	"0.315771812080537"	"0.928278719725643"	"1239"	"0.415771812080537"
"S1133_MG_047_A"	"0.96739452780837"	"0.997986577181208"	"1.00364343511633"	"15432"	"5.17852348993289"
"S1134_MG_048_A"	"0.996928486304313"	"1"	"1"	"3533792"	"1185.83624161074"
"S1138_MG_049_A"	"0.926903053845902"	"0.728108108108108"	"0.779010854109816"	"5047"	"2.72810810810811"
"S1139_MG_050_A"	"0.991048745090877"	"1"	"1"	"198717"	"108.115886833515"
"S1140_MG_051_A"	"0.989484723788789"	"1"	"1"	"1596558"	"875.305921052632"
"S1141_MG_052_A"	"0.990449810207444"	"1"	"1"	"8266269"	"4641.36384053902"
"S1142_MG_053_A"	"0.917071688061844"	"0.602949852507375"	"0.988452252158691"	"1596"	"0.941592920353982"
"S1143_MG_054_A"	"0.941035051083423"	"0.781082688875669"	"0.835444489040583"	"4593"	"2.73230220107079"
"S1144_MG_055_A"	"0.988849304403493"	"1"	"1"	"678199"	"406.59412470024"
"S1145_MG_056_A"	"0.988129925066382"	"1"	"1"	"1578429"	"950.288380493678"
"S1146_MG_057_A"	"0.981131974134881"	"1"	"1"	"54679"	"33.2395136778116"
"S1147_MG_058_A"	"0.989353481778578"	"1"	"1"	"6647034"	"4177.89692017599"
"S1148_MG_059_A"	"0.991126780961245"	"1"	"1"	"333715"	"214.194480102696"
"S1149_MG_060_A"	"0.991728995353171"	"1"	"1"	"6848669"	"4517.59168865435"
"S1150_MG_061_A"	"0.98971216719455"	"1"	"1.00000258761712"	"19503"	"12.8647757255937"
"S1151_MG_062_A"	"0.992339937255404"	"1"	"1"	"107377"	"72.2104909213181"
"S1152_MG_063_A"	"0.993008609801317"	"1"	"1"	"5260294"	"4622.40246045694"
"S1153_MG_064_A"	"0.990417365998089"	"1"	"1.00350522381307"	"5657"	"5.657"
"S1154_MG_065_A"	"0.940569880437495"	"0.707"	"1.14566820561963"	"960"	"0.96"
"S1155_MG_066_A"	"0.997288544167965"	"1"	"1"	"7340330"	"7474.87780040733"
"S1156_MG_067_A"	"0.987072290445357"	"1"	"1.00000206992552"	"13088"	"13.088"
"S1157_MG_068_A"	"0.952354641625995"	"0.815"	"1.04817997551437"	"1503"	"1.503"
"S1158_MG_069_A"	"0.990946620090969"	"1"	"1"	"105250"	"106.528340080972"
"S1159_MG_070_A"	"0.766294494893842"	"0.214"	"0.967453696136189"	"250"	"0.25"
"S1160_MG_071_A"	"0.997115438271552"	"1"	"1"	"38654"	"38.654"
"S1161_MG_072_A"	"0.99242094275254"	"1"	"1"	"957835"	"960.717151454363"
"S1162_MG_073_A"	"0.994415812998518"	"1"	"1"	"422456"	"422.456"
"S1163_MG_074_A"	"0.995298572913879"	"1"	"1"	"11587440"	"7044.03647416413"
"S1164_MG_075_A"	"0.838432792774349"	"0.348734873487349"	"0.695613270826696"	"1265"	"0.695819581958196"
"S1165_MG_076_A"	"0.97107658531258"	"1"	"1.00871755285063"	"8666"	"4.75109649122807"
"S1166_MG_077_A"	"0.993044591378015"	"1"	"1"	"4194559"	"3685.90421792619"
"S1167_MG_078_A"	"0.989264410302562"	"1"	"1"	"206032"	"121.552802359882"
"S1168_MG_079_A"	"0.983703572878253"	"1"	"1.00000000000009"	"57950"	"30.0259067357513"
