"ID"	"R_G"	"C_o"	"R_FVE"	"B_G"	"gene_copies"
"NC_000936.1_S3"	"0.572653400341221"	"0.054726368159204"	"0.860995993424629"	"66"	"0.0656716417910448"
"NC_010429.1_S4"	"0.620509288125111"	"0.0719144800777454"	"1.03638817726607"	"74"	"0.0719144800777454"
"NC_025708.1_S1"	"0.665477458884258"	"0.0977948226270374"	"1.04969426991628"	"102"	"0.0977948226270374"
"NC_027637.1_S2"	"0.610565002369382"	"0.0678605089538172"	"0.969405557164341"	"77"	"0.0725730442978322"
"NC_039057.1_S1"	"0.332663796988183"	"0.00986193293885602"	"1.0049390712664"	"10"	"0.00986193293885602"
"S1081_ML_002_A"	"0.683990179865927"	"0.0673260454624328"	"0.960085219341629"	"419"	"0.0727051882699983"
"S1082_ML_003_A"	"0.679717960086914"	"0.059286392619726"	"0.973798001630708"	"463"	"0.0628137294803962"
"S1083_ML_004_A"	"0.663792544460108"	"0.0594165266534291"	"0.845582604688286"	"477"	"0.0728577974644875"
"S1084_ML_005_A"	"0.648864092974413"	"0.05361875637105"	"0.87275182990697"	"311"	"0.0634046890927625"
"S1085_ML_006_A"	"0.518614411617338"	"0.0705175503320333"	"0.271106189176689"	"2858"	"0.301254348055233"
"S1086_ML_007_A"	"0.667746943987533"	"0.0631534030296565"	"0.892428042466037"	"344"	"0.073394495412844"
"S1087_MG_001_A"	"0.670561222959305"	"0.0708800945067927"	"0.944991441906028"	"264"	"0.0779681039574719"
"S1088_MG_002_A"	"0.64713645934994"	"0.0682122157824342"	"0.918937555465339"	"173"	"0.0771288452964779"
"S1089_MG_003_A"	"0.607721337962575"	"0.0961342828077314"	"0.589492592372178"	"700"	"0.178026449643947"
"S1090_MG_004_A"	"0.619301778002978"	"0.0494791666666667"	"1.02494359067051"	"133"	"0.0494791666666667"
"S1091_MG_005_A"	"0.713316987514106"	"0.105628908964559"	"0.945352765667886"	"341"	"0.118485059068798"
"S1092_MG_006_A"	"0.657441501847587"	"0.0564242012236574"	"1.02847739407559"	"249"	"0.0564242012236574"
"S1093_MG_007_A"	"0.611323324259312"	"0.0397095529838893"	"0.912859087033361"	"196"	"0.044474699341956"
"S1094_MG_008_A"	"0.707723900122162"	"0.0922491678554446"	"0.89783505837493"	"456"	"0.108416547788873"
"S1095_MG_009_A"	"0.680526737109214"	"0.0736053719008264"	"0.947841598033291"	"313"	"0.0808367768595041"
"S1096_MG_010_A"	"0.722444740239338"	"0.112488660417297"	"0.912649443883871"	"435"	"0.131539159358936"
"S1097_MG_011_A"	"0.657771384821779"	"0.0641913152926369"	"0.99471662497419"	"212"	"0.0667086217747011"
"S1098_MG_012_A"	"0.654869025212972"	"0.0628221649484536"	"1.01164618870594"	"199"	"0.064110824742268"
"S1099_MG_013_A"	"0.641411742551469"	"0.0660076530612245"	"0.786213395670325"	"275"	"0.0876913265306122"
"S1100_MG_014_A"	"0.622195998841903"	"0.0498670212765957"	"0.945404084685344"	"163"	"0.054188829787234"
"S1101_MG_015_A"	"0.710147503294206"	"0.10123621784163"	"0.964204325922946"	"332"	"0.110925492816572"
"S1102_MG_016_A"	"0.368553257018891"	"0.0454057919199142"	"0.115813914876417"	"1392"	"0.49767608151591"
"S1103_MG_017_A"	"0.640782474942036"	"0.0714796283059328"	"0.75835108117446"	"277"	"0.0989992852037169"
"S1104_MG_018_A"	"0.620040887362604"	"0.0513673318551367"	"0.92270303997253"	"155"	"0.057280118255728"
"S1105_MG_019_A"	"0.611328293506122"	"0.0470676129996264"	"0.992955042335284"	"130"	"0.0485618229361225"
"S1106_MG_020_A"	"0.672311438486501"	"0.0827529700942237"	"0.908987424231559"	"233"	"0.0954526833265055"
"S1107_MG_021_A"	"0.657455896642854"	"0.071063829787234"	"0.995740468726576"	"174"	"0.0740425531914894"
"S1108_MG_022_A"	"0.700379983247339"	"0.0996649916247906"	"0.980410188169649"	"256"	"0.107202680067002"
"S1109_MG_023_A"	"0.625842470905773"	"0.0606326889279438"	"0.867046249041668"	"165"	"0.0724956063268893"
"S1110_MG_024_A"	"0.647941480177259"	"0.0661896243291592"	"1.03345987437345"	"148"	"0.0661896243291592"
"S1111_MG_025_A"	"0.640131256435138"	"0.0496809480401094"	"0.981195933270301"	"228"	"0.0519598906107566"
"S1112_MG_026_A"	"0.60912644852048"	"0.0498602050326188"	"1.02513726393676"	"107"	"0.0498602050326188"
"S1113_MG_027_A"	"0.569555347534633"	"0.0373134328358209"	"0.982632510367224"	"83"	"0.0387126865671642"
"S1114_MG_028_A"	"0.646061878457926"	"0.0692575984055805"	"0.974243548751713"	"148"	"0.0737419033383159"
"S1115_MG_029_A"	"0.645985947287959"	"0.0594891690914969"	"0.964070465195736"	"197"	"0.0636922082120918"
"S1116_MG_030_A"	"0.678577457902553"	"0.0782608695652174"	"0.926567183318991"	"274"	"0.0882447665056361"
"S1117_MG_031_A"	"0.673556249033306"	"0.0739910313901345"	"0.972705959446446"	"247"	"0.0791159513132607"
"S1118_MG_032_A"	"0.736108357006689"	"0.12118320610687"	"1.02156417046481"	"397"	"0.126272264631043"
"S1119_MG_033_A"	"0.63117330191161"	"0.0557345360824742"	"0.84808817830258"	"211"	"0.0679768041237113"
"S1120_MG_034_A"	"0.677148857219949"	"0.0765289785462696"	"0.958026137900539"	"260"	"0.0832532821005443"
"S1121_MG_035_A"	"0.684342248145121"	"0.0822357854159974"	"0.912513309694207"	"294"	"0.0944426598136845"
"S1122_MG_036_A"	"0.698406172155277"	"0.0913855224369473"	"0.967240525235539"	"303"	"0.0992466426465771"
"S1123_MG_037_A"	"0.467238058723387"	"0.0864276568501921"	"0.277849975628112"	"1164"	"0.372599231754161"
"S1124_MG_038_A"	"0.641076512324765"	"0.0554850982878884"	"1.02799908565903"	"175"	"0.0554850982878884"
"S1125_MG_039_A"	"0.490378513369976"	"0.0625993009215126"	"0.391696632196271"	"548"	"0.174134095964411"
"S1126_MG_040_A"	"0.689148858627235"	"0.0849568827850527"	"0.957225695805716"	"291"	"0.0929415522197381"
"S1127_MG_041_A"	"0.696699285575498"	"0.0871236386931454"	"1.04419428337357"	"272"	"0.0871236386931454"
"S1128_MG_042_A"	"0.623944401125762"	"0.0501437240498243"	"0.922448262627018"	"175"	"0.0558926860427978"
"S1129_MG_043_A"	"0.660593598297131"	"0.0653933311751376"	"1.03305299750556"	"202"	"0.0653933311751376"
"S1130_MG_044_A"	"0.659021672276559"	"0.0658584534731324"	"0.990449682832021"	"210"	"0.0688073394495413"
"S1131_MG_045_A"	"0.708960164713395"	"0.0987694300518135"	"0.982977853759318"	"327"	"0.10589378238342"
"S1132_MG_046_A"	"0.689170783898973"	"0.0834938985228003"	"0.994737806240498"	"273"	"0.0876685934489403"
"S1133_MG_047_A"	"0.689508483554284"	"0.0845300261096606"	"0.981305251320939"	"276"	"0.0900783289817232"
"S1134_MG_048_A"	"0.60118683949001"	"0.0417209908735332"	"0.948553107769631"	"138"	"0.044980443285528"
"S1138_MG_049_A"	"0.562345060766974"	"0.102736189984512"	"0.42363142605294"	"538"	"0.277749096541043"
"S1139_MG_050_A"	"0.640336329499964"	"0.0658227848101266"	"1.01072435875988"	"133"	"0.0673417721518987"
"S1140_MG_051_A"	"0.625784788339687"	"0.0591932949188057"	"1.0298886175898"	"113"	"0.0591932949188057"
"S1141_MG_052_A"	"0.585180770985121"	"0.0443632567849687"	"0.966799722205859"	"90"	"0.046972860125261"
"S1142_MG_053_A"	"0.63050654414901"	"0.0626385809312639"	"1.03164623507137"	"113"	"0.0626385809312639"
"S1143_MG_054_A"	"0.505560241778567"	"0.0305084745762712"	"0.658232030600682"	"84"	"0.0474576271186441"
"S1144_MG_055_A"	"0.631623122616461"	"0.0644783118405627"	"1.03258558630801"	"110"	"0.0644783118405627"
"S1145_MG_056_A"	"0.544871754197342"	"0.0352733686067019"	"0.887321135267508"	"69"	"0.0405643738977072"
"S1146_MG_057_A"	"0.588520921563709"	"0.047536231884058"	"0.966496633064832"	"87"	"0.0504347826086957"
"S1147_MG_058_A"	"0.511215234721321"	"0.0274223034734918"	"0.951277993692734"	"48"	"0.0292504570383912"
"S1148_MG_059_A"	"0.63815282295958"	"0.0685263796240146"	"1.03465448124754"	"113"	"0.0685263796240146"
"S1149_MG_060_A"	"0.576788088137869"	"0.0447470817120623"	"1.02254039373143"	"69"	"0.0447470817120623"
"S1150_MG_061_A"	"0.58789157796545"	"0.0489417989417989"	"1.02467049980963"	"74"	"0.0489417989417989"
"S1151_MG_062_A"	"0.588763546189767"	"0.0485623003194888"	"1.02447766718681"	"76"	"0.0485623003194888"
"S1152_MG_063_A"	"0.702909344624021"	"0.126475548060708"	"0.957587383839021"	"168"	"0.141652613827993"
"S1153_MG_064_A"	"0.473842587968874"	"0.025974025974026"	"0.946380582152239"	"30"	"0.0278293135435993"
"S1154_MG_065_A"	"0.640926517705035"	"0.0824544582933845"	"1.04179372643307"	"86"	"0.0824544582933845"
"S1155_MG_066_A"	"0.680916073617504"	"0.113545816733068"	"0.969950660830365"	"125"	"0.124501992031873"
"S1156_MG_067_A"	"0.609435879912383"	"0.0669291338582677"	"1.03383783147591"	"68"	"0.0669291338582677"
"S1157_MG_068_A"	"0.615533071859082"	"0.0757855822550832"	"0.819457944527259"	"105"	"0.0970425138632163"
"S1158_MG_069_A"	"0.696357566830895"	"0.12426614481409"	"1.0112516452941"	"134"	"0.131115459882583"
"S1159_MG_070_A"	"0.656807823559413"	"0.0926099158091674"	"1.00821348522404"	"103"	"0.0963517305893358"
"S1160_MG_071_A"	"0.699207462563391"	"0.123513266239707"	"1.0273603659179"	"140"	"0.128087831655993"
"S1161_MG_072_A"	"0.734722178414522"	"0.160696999031946"	"1.04769349113644"	"172"	"0.166505324298161"
"S1162_MG_073_A"	"0.712815221344562"	"0.137362637362637"	"1.00204540817856"	"161"	"0.147435897435897"
"S1163_MG_074_A"	"0.564382243168392"	"0.038953488372093"	"1.01960318884305"	"67"	"0.038953488372093"
"S1164_MG_075_A"	"0.71620331144896"	"0.122233930453109"	"0.934724514473707"	"266"	"0.140147523709168"
"S1165_MG_076_A"	"0.651356616098694"	"0.0735373054213634"	"0.995280945437022"	"143"	"0.0767579173376275"
"S1166_MG_077_A"	"0.6709173511482"	"0.096826688364524"	"1.03267870503965"	"121"	"0.0984540276647681"
"S1167_MG_078_A"	"0.630049792052161"	"0.0632911392405063"	"1.03197936136155"	"110"	"0.0632911392405063"
"S1168_MG_079_A"	"0.577762630339826"	"0.0414836505612494"	"0.906320452446837"	"96"	"0.0468521229868228"
