"ID"	"R_G"	"LOD"
"NC_000936.1_S3"	"0.603865988505259"	"0"
"NC_010429.1_S4"	"0.627577227205905"	"0"
"NC_025708.1_S1"	"0.638764589775103"	"0"
"NC_027637.1_S2"	"0.608620807079944"	"0"
"NC_039057.1_S1"	"0.643779765139492"	"0"
"S1081_ML_002_A"	"0.705503768322028"	"0"
"S1082_ML_003_A"	"0.527548385098092"	"0"
"S1083_ML_004_A"	"0.741727812424475"	"1"
"S1084_ML_005_A"	"0.706241158083704"	"0"
"S1085_ML_006_A"	"0.712004226255858"	"1"
"S1086_ML_007_A"	"0.70013295704227"	"0"
"S1087_MG_001_A"	"0.505381732090145"	"0"
"S1088_MG_002_A"	"0.68513465666238"	"1"
"S1089_MG_003_A"	"0.525773242988689"	"1"
"S1090_MG_004_A"	"0.690367897761535"	"0"
"S1091_MG_005_A"	"0.763470202411912"	"1"
"S1092_MG_006_A"	"0.706616843841287"	"0"
"S1093_MG_007_A"	"0.68990720487475"	"0"
"S1094_MG_008_A"	"0.718671363971819"	"0"
"S1095_MG_009_A"	"0.580272538801517"	"1"
"S1096_MG_010_A"	"0.745069191854166"	"1"
"S1097_MG_011_A"	"0.711519308363156"	"1"
"S1098_MG_012_A"	"0.620776692127384"	"0"
"S1099_MG_013_A"	"0.686433273825786"	"0"
"S1100_MG_014_A"	"0.659963112578749"	"0"
"S1101_MG_015_A"	"0.758546942339731"	"1"
"S1102_MG_016_A"	"0.67557524929896"	"0"
"S1103_MG_017_A"	"0.743210335575975"	"1"
"S1104_MG_018_A"	"0.612775062944506"	"0"
"S1105_MG_019_A"	"0.674820943171772"	"0"
"S1106_MG_020_A"	"0.678879792277016"	"0"
"S1107_MG_021_A"	"0.657616041052507"	"0"
"S1108_MG_022_A"	"0.729431331504634"	"1"
"S1109_MG_023_A"	"0.582167652804992"	"0"
"S1110_MG_024_A"	"0.560531668675389"	"0"
"S1111_MG_025_A"	"0.642092893509042"	"0"
"S1112_MG_026_A"	"0.68141472852358"	"0"
"S1113_MG_027_A"	"0.69771882267899"	"0"
"S1114_MG_028_A"	"0.648053201907461"	"0"
"S1115_MG_029_A"	"0.626388451711771"	"0"
"S1116_MG_030_A"	"0.73365512797726"	"1"
"S1117_MG_031_A"	"0.674609597582336"	"0"
"S1118_MG_032_A"	"0.770657049814121"	"1"
"S1119_MG_033_A"	"0.563059159782051"	"0"
"S1120_MG_034_A"	"0.651412113066304"	"0"
"S1121_MG_035_A"	"0.738713196997603"	"1"
"S1122_MG_036_A"	"0.736500800983029"	"1"
"S1123_MG_037_A"	"0.676906175112562"	"0"
"S1124_MG_038_A"	"0.668874809048586"	"0"
"S1125_MG_039_A"	"0.67808262481783"	"0"
"S1126_MG_040_A"	"0.714577270527171"	"1"
"S1127_MG_041_A"	"0.705725661763071"	"0"
"S1128_MG_042_A"	"0.693408298938127"	"0"
"S1129_MG_043_A"	"0.671970246158049"	"0"
"S1130_MG_044_A"	"0.682532878660617"	"0"
"S1131_MG_045_A"	"0.76652021155045"	"1"
"S1132_MG_046_A"	"0.684350292404933"	"0"
"S1133_MG_047_A"	"0.722778103551334"	"1"
"S1134_MG_048_A"	"0.720877852811444"	"1"
"S1138_MG_049_A"	"0.795922844607084"	"1"
"S1139_MG_050_A"	"0.65774546873463"	"0"
"S1140_MG_051_A"	"0.658787215443818"	"0"
"S1141_MG_052_A"	"0.644699969570636"	"0"
"S1142_MG_053_A"	"0.7058970556106"	"1"
"S1143_MG_054_A"	"0.641569468493418"	"1"
"S1144_MG_055_A"	"0.637987418157619"	"0"
"S1145_MG_056_A"	"0.67129421341367"	"0"
"S1146_MG_057_A"	"0.38506059010947"	"0"
"S1147_MG_058_A"	"0.647973249838575"	"0"
"S1148_MG_059_A"	"0.629523842542997"	"0"
"S1149_MG_060_A"	"0.609623633374192"	"0"
"S1150_MG_061_A"	"0.645960178531294"	"0"
"S1151_MG_062_A"	"0.566519422848396"	"0"
"S1152_MG_063_A"	"0.650323889907334"	"0"
"S1153_MG_064_A"	"0.602066362063588"	"0"
"S1154_MG_065_A"	"0.689916217748102"	"1"
"S1155_MG_066_A"	"0.737359920124189"	"1"
"S1156_MG_067_A"	"0.492202585948918"	"0"
"S1157_MG_068_A"	"0.563079694082248"	"0"
"S1158_MG_069_A"	"0.656034971610106"	"0"
"S1159_MG_070_A"	"0.706085016938608"	"1"
"S1160_MG_071_A"	"0.693456053778921"	"1"
"S1161_MG_072_A"	"0.679590983496125"	"1"
"S1162_MG_073_A"	"0.723135131037297"	"1"
"S1163_MG_074_A"	"0.396427448223366"	"0"
"S1164_MG_075_A"	"0.622103345958456"	"0"
"S1165_MG_076_A"	"0.668135403161026"	"0"
"S1166_MG_077_A"	"0.728242933074165"	"1"
"S1167_MG_078_A"	"0.685101961362942"	"0"
"S1168_MG_079_A"	"0.59655687076754"	"0"
