"ID"	"R_G"	"LOD"
"NC_000936.1_S3"	"0.986880680933546"	"1"
"NC_010429.1_S4"	"0.96424036106119"	"1"
"NC_025708.1_S1"	"0.989726702378909"	"1"
"NC_027637.1_S2"	"0.811692097612911"	"1"
"NC_039057.1_S1"	"0.990486389474403"	"1"
"S1080_ML_001_A"	"0.968082030200978"	"1"
"S1081_ML_002_A"	"0.961860120427"	"1"
"S1082_ML_003_A"	"0.995569562460347"	"1"
"S1083_ML_004_A"	"0.956386247963452"	"1"
"S1084_ML_005_A"	"0.993343290288134"	"1"
"S1085_ML_006_A"	"0.983627623130687"	"1"
"S1086_ML_007_A"	"0.926844435512106"	"1"
"S1087_MG_001_A"	"0.862959474185458"	"1"
"S1088_MG_002_A"	"0.989466096553828"	"1"
"S1089_MG_003_A"	"0.992756642719262"	"1"
"S1090_MG_004_A"	"0.994340544422555"	"1"
"S1091_MG_005_A"	"0.916927664993617"	"1"
"S1092_MG_006_A"	"0.998306042042314"	"1"
"S1093_MG_007_A"	"0.991741639747421"	"1"
"S1094_MG_008_A"	"0.991463222023968"	"1"
"S1095_MG_009_A"	"0.996177355150539"	"1"
"S1096_MG_010_A"	"0.99682808376409"	"1"
"S1097_MG_011_A"	"0.935551642109544"	"1"
"S1098_MG_012_A"	"0.983000648953232"	"1"
"S1099_MG_013_A"	"0.990288762527924"	"1"
"S1100_MG_014_A"	"0.998542657327013"	"1"
"S1101_MG_015_A"	"0.992808517190485"	"1"
"S1102_MG_016_A"	"0.996561775906799"	"1"
"S1103_MG_017_A"	"0.923882306574815"	"1"
"S1104_MG_018_A"	"0.988249564088707"	"1"
"S1105_MG_019_A"	"0.992352591012888"	"1"
"S1106_MG_020_A"	"0.989865980964887"	"1"
"S1107_MG_021_A"	"0.991201525991171"	"1"
"S1108_MG_022_A"	"0.985975986379029"	"1"
"S1109_MG_023_A"	"0.990533192929095"	"1"
"S1110_MG_024_A"	"0.992698209949965"	"1"
"S1111_MG_025_A"	"0.9989710750274"	"1"
"S1112_MG_026_A"	"0.985614391466523"	"1"
"S1113_MG_027_A"	"0.982808498707246"	"1"
"S1114_MG_028_A"	"0.978625106177498"	"1"
"S1115_MG_029_A"	"0.992776077214697"	"1"
"S1116_MG_030_A"	"0.992519845068127"	"1"
"S1117_MG_031_A"	"0.828340847197679"	"1"
"S1118_MG_032_A"	"0.971171014899002"	"1"
"S1119_MG_033_A"	"0.957023074402942"	"1"
"S1120_MG_034_A"	"0.992389973023978"	"1"
"S1121_MG_035_A"	"0.986389715550956"	"1"
"S1122_MG_036_A"	"0.996289225026626"	"1"
"S1123_MG_037_A"	"0.965920651063569"	"1"
"S1124_MG_038_A"	"0.989263895808114"	"1"
"S1125_MG_039_A"	"0.997085683405331"	"1"
"S1126_MG_040_A"	"0.990520156785171"	"1"
"S1127_MG_041_A"	"0.996621540204639"	"1"
"S1128_MG_042_A"	"0.991678675492154"	"1"
"S1129_MG_043_A"	"0.994655233962533"	"1"
"S1130_MG_044_A"	"0.940874297202925"	"1"
"S1131_MG_045_A"	"0.996134142079208"	"1"
"S1132_MG_046_A"	"0.88829112491951"	"1"
"S1133_MG_047_A"	"0.983910748494842"	"1"
"S1134_MG_048_A"	"0.997279664014251"	"1"
"S1138_MG_049_A"	"0.934825915778154"	"1"
"S1139_MG_050_A"	"0.984593321694231"	"1"
"S1140_MG_051_A"	"0.988155713810884"	"1"
"S1141_MG_052_A"	"0.991151240491433"	"1"
"S1142_MG_053_A"	"0.845047107860239"	"1"
"S1143_MG_054_A"	"0.913068363221121"	"1"
"S1144_MG_055_A"	"0.986367324065696"	"1"
"S1145_MG_056_A"	"0.987038607066955"	"1"
"S1146_MG_057_A"	"0.985994554633865"	"1"
"S1147_MG_058_A"	"0.990557557827568"	"1"
"S1148_MG_059_A"	"0.987711331891832"	"1"
"S1149_MG_060_A"	"0.991075258648641"	"1"
"S1150_MG_061_A"	"0.987333895477432"	"1"
"S1151_MG_062_A"	"0.992097318923014"	"1"
"S1152_MG_063_A"	"0.992098630973476"	"1"
"S1153_MG_064_A"	"0.981905394572681"	"1"
"S1154_MG_065_A"	"0.974590417456682"	"1"
"S1155_MG_066_A"	"0.996772214615212"	"1"
"S1156_MG_067_A"	"0.990619401412923"	"1"
"S1157_MG_068_A"	"0.97273935272259"	"1"
"S1158_MG_069_A"	"0.989550895184342"	"1"
"S1159_MG_070_A"	"0.864174826477139"	"1"
"S1160_MG_071_A"	"0.990529466511905"	"1"
"S1161_MG_072_A"	"0.990864189279467"	"1"
"S1162_MG_073_A"	"0.992444025416617"	"1"
"S1163_MG_074_A"	"0.995107958832662"	"1"
"S1164_MG_075_A"	"0.93198803587609"	"1"
"S1165_MG_076_A"	"0.989928393456665"	"1"
"S1166_MG_077_A"	"0.990894439198943"	"1"
"S1167_MG_078_A"	"0.988341665779541"	"1"
"S1168_MG_079_A"	"0.99139579451569"	"1"
