"ID"	"R_G"	"C_o"	"R_FVE"	"B_G"	"gene_copies"
"NC_000936.1_S3"	"0.547422308652918"	"0.0437810945273632"	"1.02205027418089"	"44"	"0.0437810945273632"
"NC_010429.1_S4"	"0.646683316688789"	"0.0932944606413994"	"0.861097897861474"	"118"	"0.114674441205053"
"NC_025708.1_S1"	"0.694735750092807"	"0.119846596356663"	"1.06111994563433"	"125"	"0.119846596356663"
"NC_027637.1_S2"	"0.641960543429558"	"0.0895381715362865"	"0.837279476168136"	"120"	"0.113100848256362"
"NC_039057.1_S1"	"0.628689413131323"	"0.0798816568047337"	"0.902259967935451"	"94"	"0.0927021696252465"
"S1081_ML_002_A"	"0.682668474333986"	"0.0749609578344612"	"0.769085442233368"	"591"	"0.1025507548152"
"S1082_ML_003_A"	"0.690376689802979"	"0.0648487315153982"	"0.971893777493584"	"509"	"0.0690544023877357"
"S1083_ML_004_A"	"0.725596485581304"	"0.0998930808003666"	"0.851474671600375"	"817"	"0.124789980143577"
"S1084_ML_005_A"	"0.758813835365697"	"0.137003058103976"	"0.898995018762787"	"811"	"0.165341488277268"
"S1085_ML_006_A"	"0.5745461762488"	"0.110466954780226"	"0.366402526647815"	"3404"	"0.358806788236534"
"S1086_ML_007_A"	"0.688963825819198"	"0.0774482611478558"	"0.940023412039665"	"403"	"0.0859825048005121"
"S1087_MG_001_A"	"0.642327545539992"	"0.0564087418783225"	"0.933710549978075"	"211"	"0.0623154164205552"
"S1088_MG_002_A"	"0.731463779191501"	"0.13062862238074"	"0.954794076256135"	"330"	"0.147124386981721"
"S1089_MG_003_A"	"0.709907145467388"	"0.155391658189217"	"0.745572732576186"	"919"	"0.233723296032553"
"S1090_MG_004_A"	"0.701710012066312"	"0.100446428571429"	"0.871916170279432"	"329"	"0.122395833333333"
"S1091_MG_005_A"	"0.788133021423921"	"0.187977762334955"	"1.05289799619078"	"566"	"0.196664350243224"
"S1092_MG_006_A"	"0.718300353228232"	"0.0987990029458418"	"0.94192717475771"	"489"	"0.110808973487424"
"S1093_MG_007_A"	"0.64637890815139"	"0.0544588155207624"	"0.89394063045311"	"277"	"0.0628545495802133"
"S1094_MG_008_A"	"0.719609760687079"	"0.0986685687113647"	"0.982788329808207"	"445"	"0.105801236329054"
"S1095_MG_009_A"	"0.77072396954457"	"0.154442148760331"	"1.00363648630452"	"647"	"0.167097107438017"
"S1096_MG_010_A"	"0.796589056492354"	"0.201088599939522"	"0.988660099800637"	"752"	"0.227396431811309"
"S1097_MG_011_A"	"0.690095322016087"	"0.0840151038388924"	"0.979477439219041"	"285"	"0.0896790434235368"
"S1098_MG_012_A"	"0.666940733103329"	"0.0711984536082474"	"0.927202253322148"	"248"	"0.0798969072164948"
"S1099_MG_013_A"	"0.59596272346926"	"0.0545280612244898"	"0.617339347701798"	"290"	"0.0924744897959184"
"S1100_MG_014_A"	"0.6508162668896"	"0.0615026595744681"	"1.00990931765159"	"189"	"0.0628324468085106"
"S1101_MG_015_A"	"0.791138764601854"	"0.198797193451387"	"0.93552023724649"	"715"	"0.238890745071834"
"S1102_MG_016_A"	"0.413732346115699"	"0.0818734358240972"	"0.190606366333036"	"1570"	"0.561315695387916"
"S1103_MG_017_A"	"0.74434214364196"	"0.142601858470336"	"0.896040172081349"	"485"	"0.173338098641887"
"S1104_MG_018_A"	"0.680137181656747"	"0.0798226164079823"	"1.04044222266739"	"216"	"0.0798226164079823"
"S1105_MG_019_A"	"0.695200197447459"	"0.096376540903997"	"0.889499991502929"	"307"	"0.114680612626074"
"S1106_MG_020_A"	"0.645674972076934"	"0.065956575174109"	"0.885255666796152"	"189"	"0.077427283900041"
"S1107_MG_021_A"	"0.683293469291594"	"0.0897872340425532"	"0.903400301585208"	"246"	"0.10468085106383"
"S1108_MG_022_A"	"0.772734639946691"	"0.180485762144054"	"0.96057412707273"	"497"	"0.208123953098827"
"S1109_MG_023_A"	"0.622519475022963"	"0.0540421792618629"	"1.02726445754663"	"123"	"0.0540421792618629"
"S1110_MG_024_A"	"0.578954944834493"	"0.0393559928443649"	"0.986844434552655"	"91"	"0.0406976744186047"
"S1111_MG_025_A"	"0.614885065033545"	"0.0485414767547858"	"0.793479145318589"	"277"	"0.063126709206928"
"S1112_MG_026_A"	"0.67512911936134"	"0.0852749301025163"	"0.953750718454487"	"201"	"0.0936626281453868"
"S1113_MG_027_A"	"0.609088162307051"	"0.0513059701492537"	"0.942558939482035"	"120"	"0.0559701492537313"
"S1114_MG_028_A"	"0.640878254658716"	"0.0677628300946687"	"0.911736835104298"	"155"	"0.0772296960637768"
"S1115_MG_029_A"	"0.663529586617267"	"0.066925315227934"	"1.03383587957205"	"207"	"0.066925315227934"
"S1116_MG_030_A"	"0.758482137439597"	"0.156521739130435"	"0.893480425368173"	"598"	"0.192592592592593"
"S1117_MG_031_A"	"0.684798424047478"	"0.0797565663036515"	"1.02073392105412"	"254"	"0.0813581037796284"
"S1118_MG_032_A"	"0.78498979902171"	"0.188295165394402"	"0.918824673455798"	"721"	"0.229325699745547"
"S1119_MG_033_A"	"0.602737144770067"	"0.0431701030927835"	"0.838848287987181"	"164"	"0.0528350515463918"
"S1120_MG_034_A"	"0.660622704225854"	"0.0659622158181236"	"1.00049213440626"	"213"	"0.0682036503362152"
"S1121_MG_035_A"	"0.753119135330185"	"0.15033729521362"	"0.887182024669955"	"578"	"0.185672984259557"
"S1122_MG_036_A"	"0.703098184328297"	"0.0976089092695709"	"0.915999846107755"	"344"	"0.112676056338028"
"S1123_MG_037_A"	"0.373841026969437"	"0.0441741357234315"	"0.116028718278373"	"1497"	"0.479193341869398"
"S1124_MG_038_A"	"0.654620500680992"	"0.0637285986049461"	"0.945871069695082"	"220"	"0.0697526949904883"
"S1125_MG_039_A"	"0.601564626417425"	"0.0940578328566889"	"0.595510643431258"	"541"	"0.171909755322529"
"S1126_MG_040_A"	"0.78822337796587"	"0.197061641648036"	"0.94070273924022"	"736"	"0.235068668157138"
"S1127_MG_041_A"	"0.704830198906605"	"0.0954516335682255"	"0.974011908821453"	"322"	"0.103139013452915"
"S1128_MG_042_A"	"0.672747928103272"	"0.0756946662408176"	"0.887871713444763"	"279"	"0.0891089108910891"
"S1129_MG_043_A"	"0.709276764341723"	"0.104240854645516"	"0.907291751405555"	"377"	"0.12204596956944"
"S1130_MG_044_A"	"0.711581438996912"	"0.100917431192661"	"0.993255616206577"	"327"	"0.107142857142857"
"S1131_MG_045_A"	"0.806718292913362"	"0.228950777202073"	"0.939035738678154"	"863"	"0.279468911917098"
"S1132_MG_046_A"	"0.644930676461432"	"0.0597302504816956"	"0.911718956511108"	"211"	"0.0677585099550417"
