"ID"	"R_G"	"C_o"	"R_FVE"	"B_G"	"gene_copies"
"NC_000936.1_S3"	"0.450787501864931"	"0.0219256434699714"	"1.01100288256748"	"23"	"0.0219256434699714"
"NC_010429.1_S4"	"0.542941648198983"	"0.0413533834586466"	"1.02081919619471"	"44"	"0.0413533834586466"
"NC_025708.1_S1"	"0.553517889137462"	"0.0446428571428571"	"0.948426716170798"	"54"	"0.0482142857142857"
"NC_027637.1_S2"	"0.616975397099685"	"0.0679785330948122"	"1.03437432697194"	"76"	"0.0679785330948122"
"NC_039057.1_S1"	"0.605562957692525"	"0.064030131826742"	"1.03235669738519"	"68"	"0.064030131826742"
"S1081_ML_002_A"	"0.677955932430817"	"0.0613647520864016"	"0.985209691923553"	"393"	"0.0643102601865488"
"S1082_ML_003_A"	"0.685489209499211"	"0.0605941114616193"	"1.01146004364357"	"470"	"0.0617770767613039"
"S1083_ML_004_A"	"0.357515253045516"	"0.0741283328450044"	"0.127828612322381"	"5920"	"0.867272194550249"
"S1084_ML_005_A"	"0.693799951257463"	"0.0738714090287278"	"1.01162924306118"	"388"	"0.0758256791088529"
"S1085_ML_006_A"	"0.713227401119508"	"0.0722624798711755"	"1.00816230210515"	"739"	"0.0743760064412238"
"S1086_ML_007_A"	"0.658036258164645"	"0.057548125633232"	"0.91658500692062"	"320"	"0.0648429584599797"
"S1087_MG_001_A"	"0.375619750626893"	"0.0559774964838256"	"0.13673728575696"	"1872"	"0.526582278481013"
"S1088_MG_002_A"	"0.621195974945243"	"0.0584003385526873"	"0.855891389349075"	"167"	"0.0706728734659331"
"S1089_MG_003_A"	"0.670177298216255"	"0.0656826568265683"	"0.983397602954197"	"281"	"0.0691266912669127"
"S1090_MG_004_A"	"0.637217458961959"	"0.0560085076214108"	"1.02826565288823"	"158"	"0.0560085076214108"
"S1091_MG_005_A"	"0.678751255080286"	"0.0799865001687479"	"0.921639199467317"	"269"	"0.0907863651704354"
"S1092_MG_006_A"	"0.681169235261744"	"0.0688250428816467"	"0.987349156663092"	"337"	"0.0722555746140652"
"S1093_MG_007_A"	"0.553131221685226"	"0.0231087856987138"	"1.01159889378466"	"106"	"0.0231087856987138"
"S1094_MG_008_A"	"0.6855451215108"	"0.0779880018458699"	"0.901826637869484"	"392"	"0.0904476234425473"
"S1095_MG_009_A"	"0.67947764872693"	"0.0723340790454884"	"0.963389064289776"	"314"	"0.0780512055679841"
"S1096_MG_010_A"	"0.728177380106449"	"0.114956011730205"	"0.918407781774122"	"456"	"0.133724340175953"
"S1097_MG_011_A"	"0.65971027099544"	"0.0640379484138749"	"0.988128719296711"	"226"	"0.0670026682478506"
"S1098_MG_012_A"	"0.620324119918399"	"0.0465693883886992"	"1.02346541332357"	"150"	"0.0465693883886992"
"S1099_MG_013_A"	"0.62217496220097"	"0.0482076637824475"	"0.964068938319028"	"166"	"0.0512978986402967"
"S1100_MG_014_A"	"0.680744361548278"	"0.0772370486656201"	"1.00007330732043"	"256"	"0.0803767660910518"
"S1101_MG_015_A"	"0.700238481467389"	"0.0909387222946545"	"1.02170017925241"	"286"	"0.0932203389830508"
"S1102_MG_016_A"	"0.554589149130154"	"0.0317899101589496"	"0.77633629341282"	"121"	"0.0418106427090532"
"S1103_MG_017_A"	"0.687039836000081"	"0.0882352941176471"	"0.864844453763017"	"311"	"0.107612456747405"
"S1104_MG_018_A"	"0.63103639177167"	"0.0540540540540541"	"1.02056073744335"	"149"	"0.0544192841490139"
"S1105_MG_019_A"	"0.68371260671407"	"0.0837226015091628"	"0.959820816111411"	"254"	"0.0912684153790873"
"S1106_MG_020_A"	"0.692140191191245"	"0.095069033530572"	"0.918436130119706"	"277"	"0.109270216962525"
"S1107_MG_021_A"	"0.651322274326209"	"0.069314957438184"	"0.916554963474303"	"194"	"0.0786380218889339"
"S1108_MG_022_A"	"0.662908075804669"	"0.0713153724247227"	"1.03608147382011"	"180"	"0.0713153724247227"
"S1109_MG_023_A"	"0.572955170406209"	"0.0402201524132091"	"0.745486795447981"	"131"	"0.0554614733276884"
"S1110_MG_024_A"	"0.548920476081706"	"0.0301102629346904"	"1.01513068265357"	"71"	"0.0301102629346904"
"S1111_MG_025_A"	"0.629810123418988"	"0.0441530054644809"	"1.0222389547783"	"202"	"0.0441530054644809"
"S1112_MG_026_A"	"0.568324582427646"	"0.0367419212040726"	"0.930582209874734"	"91"	"0.0402833111996459"
"S1113_MG_027_A"	"0.580105045736652"	"0.0407509157509158"	"0.938052051770283"	"97"	"0.0444139194139194"
"S1114_MG_028_A"	"0.587116648415016"	"0.0511811023622047"	"0.774083723070787"	"139"	"0.0684055118110236"
"S1115_MG_029_A"	"0.618032717874849"	"0.0470266990291262"	"0.909435697670514"	"175"	"0.0530946601941748"
"S1116_MG_030_A"	"0.723561316265873"	"0.109256449165402"	"0.983535145345108"	"388"	"0.117754172989378"
"S1117_MG_031_A"	"0.556669137356422"	"0.0285538839422782"	"0.926116165521983"	"102"	"0.0313171630334664"
"S1118_MG_032_A"	"0.730097067971311"	"0.115687462144155"	"0.970761239067403"	"419"	"0.126892792247123"
"S1119_MG_033_A"	"0.630943144364268"	"0.0541963456178383"	"0.856777161139401"	"211"	"0.0653453081449365"
"S1120_MG_034_A"	"0.689042918526592"	"0.0825213154689403"	"0.97635060453424"	"290"	"0.0883069427527406"
"S1121_MG_035_A"	"0.697761387951339"	"0.0876703841387856"	"1.02372794672767"	"289"	"0.0895291201982652"
"S1122_MG_036_A"	"0.605732484934976"	"0.0789968652037618"	"0.643231608696926"	"418"	"0.131034482758621"
"S1123_MG_037_A"	"0.642562809984128"	"0.0596565230491112"	"0.815919970146985"	"252"	"0.075926483880687"
"S1124_MG_038_A"	"0.660383189966722"	"0.0647094068304374"	"0.984263237859584"	"227"	"0.0680047932893948"
"S1125_MG_039_A"	"0.609623326291557"	"0.0456204379562044"	"0.820899919882347"	"188"	"0.0571776155717762"
"S1126_MG_040_A"	"0.712556262379413"	"0.102065613608748"	"0.940898111417983"	"378"	"0.114823815309842"
"S1127_MG_041_A"	"0.693096366010699"	"0.0855283545088317"	"0.985390749468015"	"293"	"0.0907964053300279"
"S1128_MG_042_A"	"0.677849726400004"	"0.0739951278928136"	"1.0252643050517"	"246"	"0.0749086479902558"
"S1129_MG_043_A"	"0.692415228189944"	"0.0886115444617785"	"0.91091500836459"	"328"	"0.102340093603744"
"S1130_MG_044_A"	"0.680490809897503"	"0.0773130544993663"	"0.999804915878676"	"254"	"0.0804816223067174"
"S1131_MG_045_A"	"0.671511883626465"	"0.104967197750703"	"0.773245383173935"	"467"	"0.145891908778507"
"S1132_MG_046_A"	"0.685923276307691"	"0.0786585365853659"	"1.03984481224725"	"258"	"0.0786585365853659"
"S1133_MG_047_A"	"0.674630875815476"	"0.0731481481481481"	"0.996552900564528"	"247"	"0.0762345679012346"
"S1134_MG_048_A"	"0.464286100296542"	"0.0606531881804044"	"0.29185019317304"	"749"	"0.232970451010886"
"S1138_MG_049_A"	"0.70257027132797"	"0.107948969578018"	"0.928102404371161"	"252"	"0.123650637880275"
"S1139_MG_050_A"	"0.614094801707587"	"0.0541586073500967"	"0.937916829577832"	"123"	"0.0594777562862669"
"S1140_MG_051_A"	"0.611848977928092"	"0.0522128294380905"	"1.02633358602724"	"105"	"0.0522128294380905"
"S1141_MG_052_A"	"0.609880803090366"	"0.0515773660490736"	"1.02601035858699"	"103"	"0.0515773660490736"
"S1142_MG_053_A"	"0.646342104414033"	"0.0697190426638918"	"1.00629113172873"	"138"	"0.0718002081165453"
"S1143_MG_054_A"	"0.590301115759213"	"0.0551912568306011"	"0.701305909000437"	"150"	"0.0819672131147541"
"S1144_MG_055_A"	"0.657032179775843"	"0.076966610073571"	"1.03897691122681"	"136"	"0.076966610073571"
"S1145_MG_056_A"	"0.630060230648355"	"0.0647727272727273"	"0.952121465309217"	"124"	"0.0704545454545455"
"S1146_MG_057_A"	"0.600666263850269"	"0.0514096185737977"	"0.946736067679193"	"101"	"0.0558319513543394"
"S1147_MG_058_A"	"0.601260410625621"	"0.0513418903150525"	"1.02589060131595"	"88"	"0.0513418903150525"
"S1148_MG_059_A"	"0.585814032792646"	"0.0455331412103746"	"1.02293933688114"	"79"	"0.0455331412103746"
"S1149_MG_060_A"	"0.598276432111521"	"0.0534255185417976"	"0.931231105163696"	"94"	"0.0590823381521056"
"S1150_MG_061_A"	"0.608062855905336"	"0.0558021559923906"	"1.02816055458129"	"88"	"0.0558021559923906"
"S1151_MG_062_A"	"0.536215862511214"	"0.032258064516129"	"1.01621574598139"	"53"	"0.032258064516129"
"S1152_MG_063_A"	"0.569160312330111"	"0.0462519936204147"	"1.02330426103061"	"58"	"0.0462519936204147"
"S1153_MG_064_A"	"0.572231901984667"	"0.0519713261648745"	"0.879190715861091"	"68"	"0.0609318996415771"
"S1154_MG_065_A"	"0.688668470574719"	"0.113138686131387"	"1.05763581242488"	"124"	"0.113138686131387"
"S1155_MG_066_A"	"0.608167846095122"	"0.0700197238658777"	"0.842334368732451"	"88"	"0.0867850098619329"
"S1156_MG_067_A"	"0.620214227539315"	"0.0722772277227723"	"1.03657390910039"	"73"	"0.0722772277227723"
"S1157_MG_068_A"	"0.53061501455075"	"0.0366492146596859"	"1.0184365352355"	"42"	"0.0366492146596859"
"S1158_MG_069_A"	"0.64565190341434"	"0.0831099195710456"	"1.04213049842648"	"93"	"0.0831099195710456"
"S1159_MG_070_A"	"0.625941440872473"	"0.0744394618834081"	"0.959942612669737"	"90"	"0.0807174887892377"
"S1160_MG_071_A"	"0.640142656309307"	"0.0791993037423847"	"1.04012230804347"	"91"	"0.0791993037423847"
"S1161_MG_072_A"	"0.497251074952106"	"0.0300751879699248"	"1.01511296925962"	"32"	"0.0300751879699248"
"S1162_MG_073_A"	"0.642049088138818"	"0.0841283607979185"	"0.878976283943925"	"116"	"0.100607111882047"
"S1163_MG_074_A"	"0.571936839227771"	"0.0427206295671726"	"0.875470994305285"	"89"	"0.0500281056773468"
"S1164_MG_075_A"	"0.618841333841115"	"0.0558631102164066"	"1.00188283681454"	"114"	"0.0573729240060393"
"S1165_MG_076_A"	"0.621151756153442"	"0.0583075335397317"	"0.955689133639668"	"122"	"0.0629514963880289"
"S1166_MG_077_A"	"0.66477257081668"	"0.0909803921568627"	"1.04617988691599"	"116"	"0.0909803921568627"
"S1167_MG_078_A"	"0.613253957727482"	"0.0569977426636569"	"0.946975523460823"	"110"	"0.0620767494356659"
"S1168_MG_079_A"	"0.574055152177468"	"0.038015762633287"	"1.01912831159996"	"82"	"0.038015762633287"
